iter	Passed	Remaining
471	587	657
472	588	656
473	589	654
474	591	653
475	592	651
476	593	650
477	594	649
478	595	647
479	596	646
480	597	645
481	598	643
482	599	642
483	600	640
484	602	639
485	602	637
486	603	636
487	605	634
488	606	633
489	607	632
490	608	630
491	609	629
492	610	627
493	611	626
494	612	624
495	613	623
496	614	621
497	615	620
498	616	618
499	617	617
500	618	615
501	619	614
502	620	612
503	621	611
504	622	609
505	623	608
506	623	606
507	624	605
508	625	603
509	626	602
510	627	600
511	628	599
512	629	597
513	630	596
514	631	595
515	632	593
516	633	592
517	634	590
518	636	589
519	637	588
520	637	586
521	638	585
522	639	583
523	640	581
524	641	580
525	642	579
526	643	577
527	644	576
528	645	574
529	646	572
530	646	571
531	647	569
532	648	568
533	649	567
534	650	565
535	651	564
536	652	562
537	654	561
538	655	560
539	656	559
540	657	557
541	658	556
542	659	555
543	660	554
544	661	552
545	662	551
546	663	549
547	665	548
548	666	547
549	667	546
550	668	545
551	670	544
552	672	543
553	673	542
554	674	540
555	675	539
556	676	537
557	679	538
558	681	537
559	684	538
560	688	538
561	691	538
562	697	541
563	701	541
564	702	540
565	703	539
566	705	538
567	706	537
568	708	536
569	710	535
570	711	534
571	713	533
572	714	532
573	715	531
574	717	530
575	718	529
576	720	527
577	721	526
578	723	525
579	726	525
580	727	524
581	729	523
582	730	522
583	731	520
584	732	519
585	733	518
586	734	517
587	736	515
588	738	515
589	741	515
590	742	513
591	743	512
592	744	510
593	745	509
594	746	507
595	747	506
596	748	505
597	749	503
598	750	502
599	750	500
600	752	499
601	755	499
602	756	497
603	757	496
604	758	494
605	758	493
606	759	491
607	760	490
608	761	489
609	762	487
610	763	486
611	764	484
612	765	483
613	767	482
614	768	481
615	769	479
616	770	478
617	771	477
618	772	475
619	773	474
620	774	472
621	775	471
622	776	470
623	777	468
624	778	467
625	779	465
626	780	464
627	781	463
628	783	461
629	784	460
630	785	459
631	786	458
632	787	456
633	788	455
634	789	453
635	790	452
636	791	450
637	792	449
638	793	448
639	794	446
640	795	445
641	796	444
642	797	442
643	798	441
644	799	440
645	800	438
646	801	437
647	802	436
648	803	434
649	804	433
650	805	431
651	806	430
652	807	429
653	808	427
654	809	426
655	810	424
656	811	423
657	813	422
658	814	421
659	815	420
660	816	418
661	817	417
662	817	415
663	818	414
664	819	412
665	820	411
666	821	410
667	822	408
668	823	407
669	825	406
670	826	405
671	827	404
672	828	402
673	830	401
674	830	400
675	832	398
676	833	397
677	834	396
678	835	394
679	836	393
680	837	392
681	838	390
682	839	389
683	843	389
684	845	388
685	846	387
686	847	386
687	848	384
688	849	383
689	850	382
690	851	380
691	852	379
692	853	378
693	855	377
694	856	375
695	857	374
696	858	373
697	859	372
698	860	370
699	862	369
700	863	368
701	864	366
702	865	365
703	866	364
704	867	362
705	868	361
706	869	360
707	871	359
708	873	358
709	874	357
710	875	355
711	876	354
712	877	353
713	878	351
714	880	350
715	881	349
716	882	348
717	883	346
718	884	345
719	885	344
720	887	343
721	888	342
722	889	340
723	890	339
724	892	338
725	893	337
726	893	335
727	895	334
728	896	333
729	897	332
730	899	330
731	900	329
732	902	328
733	905	328
734	907	327
735	909	326
736	910	324
737	911	323
738	912	322
739	916	321
740	917	320
741	919	319
742	920	318
743	923	317
744	924	316
745	925	315
746	926	313
747	927	312
748	929	311
749	930	310
750	931	308
751	934	308
752	936	307
753	937	305
754	938	304
755	940	303
756	941	302
757	943	301
758	945	300
759	950	300
760	952	299
761	954	297
762	957	297
763	959	296
764	962	295
765	964	294
766	966	293
767	967	292
768	969	291
769	970	289
770	973	289
771	974	287
772	976	286
773	977	285
774	979	284
775	980	283
776	981	281
777	982	280
778	983	279
779	984	277
780	986	276
781	987	275
782	988	273
783	989	272
784	990	271
785	991	270
786	993	268
787	994	267
788	995	266
789	996	264
790	997	263
791	999	262
792	1000	261
793	1002	260
794	1003	258
795	1004	257
796	1005	256
797	1006	254
798	1008	253
799	1009	252
800	1011	251
801	1012	249
802	1013	248
803	1014	247
804	1015	245
805	1016	244
806	1017	243
807	1018	242
808	1019	240
809	1020	239
810	1021	238
811	1022	236
812	1023	235
813	1023	233
814	1024	232
815	1025	231
816	1026	229
817	1027	228
818	1028	227
819	1029	225
820	1030	224
821	1031	223
822	1032	222
823	1033	220
824	1034	219
825	1035	218
826	1036	216
827	1037	215
828	1038	214
829	1040	213
830	1041	211
831	1042	210
832	1043	209
833	1043	207
834	1044	206
835	1045	205
836	1046	203
837	1047	202
838	1048	201
839	1049	199
840	1050	198
841	1052	197
842	1053	196
843	1054	194
844	1055	193
845	1056	192
846	1057	191
847	1059	189
848	1060	188
849	1061	187
850	1062	186
851	1064	184
852	1065	183
853	1066	182
854	1067	180
855	1067	179
856	1069	178
857	1070	177
858	1070	175
859	1071	174
860	1073	173
861	1074	171
862	1074	170
863	1075	169
864	1076	168
865	1077	166
866	1078	165
867	1080	164
868	1081	162
869	1082	161
870	1083	160
871	1084	159
872	1086	157
873	1087	156
874	1088	155
875	1089	154
876	1090	152
877	1091	151
878	1092	150
879	1093	149
880	1094	147
881	1095	146
882	1096	145
883	1097	143
884	1098	142
885	1099	141
886	1099	140
887	1100	138
888	1101	137
889	1102	136
890	1104	135
891	1105	133
892	1106	132
893	1107	131
894	1108	130
895	1109	128
896	1110	127
897	1111	126
898	1112	124
899	1113	123
900	1114	122
901	1115	121
902	1116	119
903	1117	118
904	1119	117
905	1120	116
906	1121	114
907	1122	113
908	1123	112
909	1124	111
910	1125	109
911	1126	108
912	1127	107
913	1127	106
914	1128	104
915	1129	103
916	1130	102
917	1131	101
918	1132	99
919	1133	98
920	1134	97
921	1135	96
922	1136	94
923	1137	93
924	1137	92
925	1138	91
926	1139	89
927	1140	88
928	1141	87
929	1142	85
930	1143	84
931	1143	83
932	1144	82
933	1145	80
934	1146	79
935	1146	78
936	1148	77
937	1149	75
938	1150	74
939	1150	73
940	1151	72
941	1152	70
942	1153	69
943	1154	68
944	1155	67
945	1155	65
946	1156	64
947	1157	63
948	1158	62
949	1159	61
950	1160	59
951	1160	58
952	1161	57
953	1162	56
954	1163	54
955	1164	53
956	1165	52
957	1165	51
958	1166	49
959	1167	48
960	1168	47
961	1168	46
962	1169	44
963	1170	43
964	1171	42
965	1172	41
966	1173	40
967	1173	38
968	1174	37
969	1175	36
970	1176	35
971	1177	33
972	1178	32
973	1178	31
974	1179	30
975	1180	29
976	1181	27
977	1182	26
978	1183	25
979	1184	24
980	1185	22
981	1186	21
982	1187	20
983	1187	19
984	1188	18
985	1189	16
986	1190	15
987	1192	14
988	1193	13
989	1194	12
990	1194	10
991	1195	9
992	1196	8
993	1197	7
994	1198	6
995	1199	4
996	1201	3
997	1202	2
998	1203	1
999	1205	0
